month_id,usd_php
2008-03,41.25236842
2008-04,41.81957143
2008-05,42.90195238
2008-06,44.28055
2008-07,44.95626087
2008-08,44.87694737
2008-09,46.69222727
2008-10,48.02522727
2008-11,49.1862
2008-12,48.09423529
2009-01,47.20715
2009-02,47.58455
2009-03,48.45804545
2009-04,48.21652632
2009-05,47.52415
2009-06,47.90528571
2009-07,48.146
2009-08,48.16072222
2009-09,48.1394
2009-10,46.85127273
2009-11,47.03242105
2009-12,46.42105263
2010-01,46.0276
2010-02,46.3116
2010-03,45.74247826
2010-04,44.62657895
2010-05,45.59710526
2010-06,46.3027
2010-07,46.32027273
2010-08,45.18247619
2010-09,44.31366667
2010-10,43.4449
2010-11,43.49184211
2010-12,43.95475
2011-01,44.17219048
2011-02,43.7031
2011-03,43.516
2011-04,43.24015789
2011-05,43.13072727
2011-06,43.36566667
2011-07,42.8087619
2011-08,42.42090476
2011-09,43.02563636
2011-10,43.4514
2011-11,43.27452632
2011-12,43.64857143
2012-01,43.61914286
2012-02,42.6607619
2012-03,42.85736364
2012-04,42.69977778
2012-05,42.85145455
2012-06,42.77645
2012-07,41.90540909
2012-08,42.04521053
2012-09,41.74895
2012-10,41.45213636
2012-11,41.12215789
2012-12,41.00672222
2013-01,40.7295
2013-02,40.67225
2013-03,40.71273684
2013-04,41.1422381
2013-05,41.29757143
2013-06,42.90694737
2013-07,43.35586957
2013-08,43.86394118
2013-09,43.83180952
2013-10,43.18247619
2013-11,43.5546
2013-12,44.10427778
2014-01,44.92657143
2014-02,44.895
2014-03,44.7916
2014-04,44.64157895
2014-05,43.92361905
2014-06,43.8175
2014-07,43.46652381
2014-08,43.76731579
2014-09,44.07514286
2014-10,44.79786364
2014-11,44.9514
2014-12,44.68776471
2015-01,44.60441176
2015-02,44.22136842
2015-03,44.44572727
2015-04,44.41357895
2015-05,44.6106
2015-06,44.98314286
2015-07,45.26490909
2015-08,46.142
2015-09,46.75042857
2015-10,46.36090909
2015-11,47.0066875
2015-12,47.23031579
2016-01,47.5111
2016-02,47.63610526
2016-03,46.72395238
2016-04,46.28452381
2016-05,46.80228571
2016-06,46.46445455
2016-07,47.0581
2016-08,46.68086364
2016-09,47.42938095
2016-10,48.3482
2016-11,49.155
2016-12,49.8156
2017-01,49.73628571
2017-02,49.9614
2017-03,50.27517391
2017-04,49.86264706
2017-05,49.86031818
2017-06,49.8501
2017-07,50.63819048
2017-08,50.87471429
2017-09,51.00942105
2017-10,51.3433
2017-11,51.03835
2017-12,50.39473684
2018-01,50.50866667
2018-02,51.78563158
2018-03,52.0676
2018-04,52.0986
2018-05,52.19480952
2018-06,53.04763158
2018-07,53.43290909
2018-08,53.27352381
2018-09,53.9419
2018-10,54.00856522
2018-11,52.80826316
2018-12,52.76905882
2019-01,52.46790909
2019-02,52.19005556
2019-03,52.41342857
2019-04,52.11222222
2019-05,52.262
2019-06,51.80294444
2019-07,51.14286957
2019-08,52.05473684
2019-09,52.10519048
2019-10,51.50417391
2019-11,50.72675
2019-12,50.76711111
2020-01,50.83857143
2020-02,50.74478947
2020-03,50.90357143
2020-04,50.7349
2020-05,50.55557895
